address,level,memo,name,ssq,telephone,type
重庆市荣昌区昌元街道上河路110号,,30906,重庆佳盛药房连锁有限公司第五连锁店,荣昌区,,药店
重庆市荣昌区昌元街道学院支路25号,,30905,重庆市荣昌区香海大药房,荣昌区,,药店
荣昌区昌州街道迎宾大道14号附47、48号,,30033,华森大药房荣昌区昌州街道荣城御景药店,荣昌区,,药店
重庆市荣昌区昌州街道国泰路62号,,30039,荣昌区昌州街道华森大药房林丹药店,荣昌区,,药店
荣昌区昌元街道宝城路一段87、89号,,30041,荣昌区昌元街道民医馆药房,荣昌区,,药店
荣昌区昌州街道棠香北街57号,,30044,重庆和平药房连锁有限责任公司荣昌第九连锁店,荣昌区,,药店
重庆市荣昌区昌州街道民安街113号,,30899,重庆市荣昌区善安堂大药房,荣昌区,,药店
重庆市荣昌区清升镇人民路8号,,30897,佳盛药房重庆市荣昌区清升镇平康店,荣昌区,,药店
重庆市荣昌区昌州街道北部新区颐和街12号,,30900,荣昌区昌州街道杏仁堂药房,荣昌区,,药店
重庆市荣昌区盘龙镇盘龙路631-2号、631-3号,,30907,佳盛药房荣昌区盘龙镇政康店,荣昌区,,药店
重庆市荣昌区广顺街道成渝东路99号,,31450,重庆通天大药房连锁有限公司荣昌区成渝东路店,荣昌区,,药店
重庆市荣昌区昌州街道棠香北街73号附32号,,31453,重庆市荣昌区华森大药房心美健药店,荣昌区,,药店
重庆市荣昌区盘龙镇育兴街幼儿园片区A幢11号,,31458,重庆市荣昌区公信网大药房慈仁堂药房,荣昌区,,药店
重庆市荣昌区昌州街道棠香北街122号,,31460,重庆华森大药房零售连锁有限公司上海公馆店,荣昌区,,药店
重庆市荣昌区安富街道安清支路46号,,30903,桐君阁大药房荣昌县安富镇三十一药店,荣昌区,,药店
大足区邮亭镇复兴村5组,,31292,太乙堂大药房双桥经开区47分店,大足区,,药店
大足区龙岗街道中山花园B幢8号、9号,,31301,大足区洪霖药房,大足区,,药店
大足区龙岗街道龙中路153号,,31287,海通大药房大足区荣华永诚药房,大足区,,药店
双桥经开区龙滩子花朝六商住楼底层1门市,,29889,江岸大药房双桥经开区城中药店,大足区,,药店
大足区高坪镇冒咕街,,29895,海通大药房大足区冉氏药店,大足区,,药店
大足区三驱镇玉金街98号,,29897,太乙堂大药房大足区116分店,大足区,,药店
大足区三驱镇五金街4号,,29900,大足区蒋家药房,大足区,,药店
大足区棠香街道一环北路东段293号,,29894,大足区平康大药房,大足区,,药店
大足区棠香街道圣迹南路28、30号门市,,31296,重庆市大足区百安居大药房,大足区,,药店
大足区中敖镇龙头街A幢17号,,31302,太乙堂大药房大足区115分店,大足区,,药店
大足区高坪镇高峰村4组,,31303,重庆市大足区康速达大药房,大足区,,药店
大足区龙岗街道龙岗西路220号,,31294,麦克红康药房大足区康健药店,大足区,,药店
大足区棠香街道二环北路中段221号附91号,,31298,重庆凯汀药业有限公司仓储店,大足区,,药店
大足区高坪镇青龙街村1组487号,,31291,太乙堂大药房大足区153分店,大足区,,药店
大足区棠香街道办事处北环中路1幢B单元3-4号,,30523,重庆市万和药房连锁有限公司大足北环中路店,大足区,,药店
长寿区长寿湖镇美食街14号,,31329,华博健康药房长寿区黄美药房,长寿区,,药店
重庆市长寿区新市街镇河石井路33号1-10,,31327,重庆市长寿区荣盛药房河石井店,长寿区,,药店
重庆长寿区育才路22号附2号附3号,,31332,重庆海华医药有限公司长寿二十二门市,长寿区,,药店
重庆市长寿区桃源西四路27幢840号、842号,,31337,重庆市万和药房连锁有限公司长寿区璞山店,长寿区,,药店
重庆市长寿区菩提街道文菀大道1号8幢1-8,,31338,重庆市长寿区保康药房,长寿区,,药店
重庆市长寿区洪湖镇街上13幢1—8号,,31340,重庆市长寿区公信网大药房桃源药店,长寿区,,药店
重庆市长寿区菩提街道桃源西三路532号,,31341,重庆市长寿区海云康药房,长寿区,,药店
长寿区站东路765号,,31345,重庆市长寿药业公司药上堂药房加盟连锁七店,长寿区,,药店
重庆市长寿区渡舟街道杏林路3号,,31346,重庆长寿药业公司药上堂药房杏林店,长寿区,,药店
重庆长寿区葛兰镇响水街一巷28、30号,,31347,重庆市长寿区明众药店,长寿区,,药店
长寿区云台镇云义街22号附1号,,30016,重庆市长寿区佰分佰药店,长寿区,,药店
重庆市长寿区海棠镇正街269号,,30017,同泰大药房重庆市长寿区刘祝梦药店,长寿区,,药店
长寿区新市镇新市村3组成部分,,30023,江岸大药房重庆市长寿区龙河张剑药店,长寿区,,药店
铜梁区南城街道办事处西环路南城国际商业一层1-71-8,,30106,重庆市万和药房连锁有限公司铜梁区南城国际店,铜梁区,,药店
铜梁区东城街道办事处龙城大道432、398号附12号,,31042,公信网大药房铜梁区壹号公馆药店,铜梁区,,药店
重庆市铜梁区大庙镇大兴街24号,,31046,江岸大药房重庆市铜梁区大庙镇淑英药店,铜梁区,,药店
铜梁区永嘉镇朝阳街104号,,31048,麦克红康药房铜梁区何亮药店,铜梁区,,药店
铜梁区二坪镇交通街59号,,31049,桐君阁大药房铜梁区惠诚药店,铜梁区,,药店
铜梁区华兴镇华安街8号,,30105,铜梁区利安大药房华兴店,铜梁区,,药店
铜梁区巴川街道办事处晏滨路98、100号,,31235,重庆市万和药房连锁有限公司铜梁区晏滨路店,铜梁区,,药店
铜梁区西河镇长兴街11号,,23840,华博健康药房重庆市铜梁区谢芬药店,铜梁区,45390789,药店
重庆市铜梁区东城街道办事处中兴东路523-1号,,23822,桐君阁大药房铜梁区申活药店,铜梁区,45630078,药店
铜梁区东城街道办事处金龙社区龙兴大道第八期廉租房,,30101,桐君阁大药房铜梁区晨懿药店,铜梁区,,药店
铜梁区蒲吕街道办事处穆莲街86号（金钰华府）1幢1-6,,30491,重庆通天大药房连锁有限公司铜梁区蒲吕店,铜梁区,,药店
铜梁区平滩镇南街42号,,30492,金冠双叶药房铜梁区吴克琼药店,铜梁区,,药店
重庆市铜梁区东城街道办事处塔山西街3、5、7号,,30495,重庆市铜梁区龙诚大药房有限公司铜龙支路店,铜梁区,,药店
铜梁县巴川街道营盘路346号,,25333,重庆邻里大药房连锁有限公司铜梁区营盘路药店,铜梁区,,药店
铜梁区巴川街道办事处飞凤街303号,,30494,重庆市万和药房连锁有限公司铜梁区龙门堤店,铜梁区,,药店
綦江区文龙街道长青路9号附6.7号,,25258,海通大药房綦江区益康福药店,綦江区,,药店
重庆市綦江区东溪镇正街14号门面,,31309,重庆吉善堂医药有限公司东溪一店,綦江区,,药店
綦江区文龙街道通惠大道22号峰汇国际第吊1层商业25号,,31310,重庆市綦江区华博健康药房峰汇药店,綦江区,,药店
綦江区文龙街道滨河大道15号红星国际小区6幢1附22号,,31321,綦江区文龙街道顺通药房,綦江区,,药店
綦江区郭扶镇交通路42号,,31322,綦江区友缘堂药房,綦江区,,药店
重庆市綦江区文龙街道九龙大道86号1-6,,30143,重庆市綦江区钲源医药有限公司,綦江区,,药店
綦江区永新镇正街5号,,23416,重庆市綦江区吴文伟药房,綦江区,,药店
重庆市綦江区永新镇清溪花园小区一期房1-2号门面,,30685,重庆修正堂綦江永新药店,綦江区,,药店
重庆市綦江区古南街道两路村2社,,31308,重庆市綦江区海通大药房小兰药店,綦江区,,药店
重庆市綦江区滨河大道15号綦江红星国际小区4幢3-附3,,30679,千方阁大药房綦江区三角药店,綦江区,,药店
重庆市綦江区扶欢镇溱溪路98号,,30147,重庆市万家康医药有限公司扶欢店,綦江区,,药店
綦江区文龙街道沙溪路40号荣润半山国际裙楼,,30146,重庆市綦江区康仁药房,綦江区,,药店
重庆市綦江区永新镇紫荆新街A栋三单元,,30688,海通大药房綦江区紫荆药店,綦江区,,药店
永川区迎宾大道287、289号,,30840,重庆市永川区鑫辉承莲药店,永川区,,药店
永川区大安街道荷花村安置点a幢一层4号、5号,,30847,医药公信网大药房永川区王调红药店,永川区,,药店
永川区胜利路181-1号,,23095,重庆桐君阁大药房连锁有限责任公司永川十八店,永川区,,药店
永川区帝琴花园二期二号,,23048,巨琪大药房永川区源源药店,永川区,,药店
永川区何埂镇老街8号,,22973,和平药房重庆市永川区何埂连锁店,永川区,,药店
重庆市永川区永荣镇永荣汽车站出站口3号、4号,,30833,华博健康药房永川区永荣镇小张药店,永川区,,药店
永川区枣园路135号、137号,,30839,重庆昌盛大药房连锁有限公司十一店,永川区,,药店
重庆市永川区红河中路2号、汇龙大道449号,,30848,重庆市永川区昌盛春玲药店,永川区,,药店
永川区松溉镇场镇,,30858,重庆市永川区红瑞乐邦王东梅药店,永川区,,药店
永川区双竹镇双凤场朝阳街89号,,27906,重庆市永川区天诺鑫旺药店,永川区,,药店
永川区人民北路69号南19号,,23171,重庆市永川区昌盛苗苗药店,永川区,,药店
永川区学府大道388号3幢附13、14号,,31574,重庆市永川区健林药店一门市,永川区,,药店
重庆市长寿区葛兰渝巫路B幢1-15,,30009,重庆市长寿区阳佰志中西医药房,长寿区,,药店
重庆市长寿区渡舟街道正街250号,,30019,江岸大药房重庆市长寿区千佛药店,长寿区,,药店
合川区太和镇阳光街3号,,30937,金利大药房重庆市合川区太和康馨加盟店　,合川区,,药店
合川区合阳办靛市街36号文明街27号　,,30938,重庆希尔安康泽天佑药房有限公司,合川区,,药店
合川区肖家镇交通街,,30943,麦克红康药房合川区肖家镇德仁堂药店,合川区,,药店
合川区南办处高阳路301号,,30953,合川区红瑞乐邦维多利亚药店,合川区,,药店
合川区合办瑞山西路2号都市花园B2E2幢8号,,30959,重庆七仁堂圣济医药有限公司,合川区,,药店
合川区联滨路37号,,30962,合川区万宁药房,合川区,,药店
合川区南办处牌坊路523号,,30359,合川区国泰大药房范二姐药店,合川区,,药店
合川区龙市镇中心街38、40号,,30362,金利大药房合川区坤琼药店,合川区,,药店
合川区合阳办营盘街48号、48号附1号,,30372,重庆和平药房连锁有限责任公司诚信大药房营盘街连锁店,合川区,,药店
合川区沙坪路北城嘉苑6幢2号、3号,,30370,合川区明昊大药房明康药店,合川区,,药店
合川区三汇镇云泉街94号,,30373,明昊大药房合川区汇锦药店,合川区,,药店
合川区南办处上什字西路20号门市,,30374,重庆希尔安康泽医药连锁有限公司希尔安大药房上什字店,合川区,,药店
合川区三庙镇作坊街46号、48号,,30377,明昊大药房合川区文玉国药店,合川区,,药店
合川区合阳办合阳大道154、156、158号,,30378,合川区金利大药房靖锋药店,合川区,,药店
合川区沙坪大道168号北城佳苑6栋1号一层、6栋2号一层,,30365,重庆唐氏大药房连锁有限公司合川北城佳苑一店,合川区,,药店
重庆市綦江区文龙街道长生路2号,,23598,重庆升力医药有限公司巨龙广场药店,綦江区,48489999,药店
重庆市綦江区三江街道圆通寺,,30144,重庆市万家康医药有限公司三江四店,綦江区,,药店
永川区松花路61号度1号,,31576,重庆市永川区健林药店十门市,永川区,,药店
永川区红河大道北段208号,,31556,重庆市永川区天诺天佑药店,永川区,,药店
永川区三教镇南华街34号,,31537,麦克红康药房永川区三教镇李超荣药店,永川区,,药店
重庆市潼南区梓潼街道办事处凉风垭兴业街202号,,30331,潼南区益生堂大药房,潼南区,,药店
重庆市潼南区桂林街道办事处朝阳路500、502号,,30333,潼南区利民堂大药房上城华府店,潼南区,,药店
重庆市潼南区桂林街道办事处东风大道363号,,30178,重庆君成大药房有限公司,潼南区,,药店
重庆市潼南区桂林街道办事处朝阳路255号,,30329,桐君阁大药房潼南桂林街道办事处57店,潼南区,,药店
重庆市潼南区桂林街道办事处夏露街237号,,30888,重庆和平药房连锁有限责任公司潼南江北广场连锁店,潼南区,44556937,药店
重庆市潼南区龙形镇鹅形村1社,,30179,海通大药房潼南区益福药店,潼南区,,药店
重庆市潼南区桂林街道办事处夏露街225号,,30328,重庆市万和药房连锁有限公司潼南区夏露街二店,潼南区,,药店
潼南区新胜镇金康小区6栋6号,,31664,桐君阁大药房潼南六十五店,潼南区,,药店
桂林街道冬雪街196号,,31660,重庆昊星医药有限公司零售二十六门市,潼南区,,药店
梓潼街道凉风垭幸福苑2号楼1*10、11,,31661,重庆君成大药房有限公司凉风垭分公司,潼南区,,药店
潼南区桂林街道办事处梅园路215号,,31658,重庆和平药房连锁有限责任公司潼南云海蓝湾连锁店,潼南区,44556937,药店
桂林街道巴渝大道58、60号,,31657,桐君阁大药房潼南六十六店,潼南区,,药店
梓潼街道大同街334号1*1,,31662,潼南区平安大药房,潼南区,,药店
重庆市潼南区桂林街道办事处向阳路132、134号,,31663,重庆市万和药房连锁有限公司潼南区向阳路店,潼南区,,药店
潼南区塘坝镇人民街150号,,31659,昌野药房重庆市潼南区万昌堂药房,潼南区,,药店
江津区几江街道七贤街27号,,30353,江津区惠百施银正大药房,江津区,,药店
江津区几江南干道15号片区建宇生活林棕榈阁1-1号,,30348,江津区惠百施正银药房,江津区,,药店
江津区石蟆镇橄榄路A幢二层,,30321,江津区百姓药房永红药店,江津区,,药店
江津区贾嗣镇农贸街,,31064,津臣颐生堂江津区李宗秀药店,江津区,,药店
江津区几江瑞安南路25号水木年华青木苑1幢负二层B-5号,,30343,红瑞乐邦医药江津区幸福药店,江津区,,药店
江津区德感街道篆山坪社区南华大道津马路还房1幢1号,,30340,麦克红康药房江津区瑞祥一药店,江津区,,药店
江津区石门镇白坪村石堰经济合作社,,30336,昌野药房江津区徐超群药店,江津区,,药店
江津区支坪镇津坪路97号,,30330,江津区世纪药庄支坪店,江津区,,药店
江津区珞璜镇长合村龙珠街1-7号,,30315,康义药房江津区珞璜镇长津药店,江津区,,药店
江津区龙华镇新兴街1幢1号,,30327,昌野药房江津区冉利药店,江津区,,药店
江津区西湖镇河坝社区,,30350,华博健康药房重庆市江津区赵本全药店,江津区,,药店
江津区鼎山街道江洲大道88号星河奥韵16幢1-9号,,24606,重庆昌野药房连锁有限公司江津区大西门药房,江津区,47371069 13372724865,药店
江津区德感街道刘家巷一期还房阳光花园A幢1-6号,,30351,信一堂民本药房江津区柯勇一药店,江津区,,药店
江津区德感街道津马路777号荧鸿城22幢地下2-2,,30323,重庆邻里大药房连锁有限公司江津区荧鸿城店,江津区,,药店
江津区双福镇享堂社区二组,,30355,太极大药房江津区春楠药店,江津区,,药店
巴南区南彭忠兴巨龙桥街44号,,31438,重庆市巴南区甘莉药店,巴南区,,药店
巴南区花溪街道新成佳苑文新路44号,,31445,重庆市巴南区森烨新成佳苑药店,巴南区,,药店
巴南区龙洲大道1618号、1620号,,31447,重庆好药师大药房连锁有限公司巴南区一店,巴南区,,药店
巴南区南泉街道自由村2社,,31442,重庆市巴南区麦克红康义海药房,巴南区,,药店
巴南区龙洲湾鱼胡路74号5b商业街第二层第62、64号商铺,,31443,重庆市巴南区麦克红康星澜汇药店,巴南区,,药店
巴南区龙洲大道6号14幢1-1,,31446,重庆市巴南区维禾轩药房,巴南区,,药店
巴南区界石新华街81号,,30516,明星大药房巴南区徐红英药店,巴南区,,药店
重庆市巴南区渝南大道129号附45号,,30514,重庆市巴南区合溪药房,巴南区,,药店
巴南区花溪街道巴滨路888号4幢宗申金蓝湾商1-4,,30513,巴南区海通大药房巴滨药店,巴南区,,药店
巴南区龙洲湾街道百节街31号,,30512,重庆市巴南区琪友大药房,巴南区,,药店
巴南区界石镇界新街279号、281号,,30515,重庆市万和药房连锁有限公司巴南区界石新街二店,巴南区,,药店
巴南区鱼洞鱼轻路12号附6号,,31226,巴南区鱼洞万鑫药房春惠店,巴南区,,药店
重庆市北碚区解放路153号,,31104,重庆君葆泰大药房有限公司,北碚区,,药店
重庆市北碚区蔡家岗镇同华路102号,,31110,公信网大药房北碚区仁德药房,北碚区,,药店
北碚区水土镇和欣家园28幢泰和路343、345号商业门面,,30062,两江新区水土镇康惠大药房,北碚区,,药店
重庆市北碚区卢作孚路228号,,31414,重庆市北碚区惠民药房,北碚区,,药店
重庆市北碚区蔡家岗镇云屏路11号20幢1-商业5、6,,31109,桐君阁大药房北碚区蔡家岗镇中庚城药店,北碚区,,药店
重庆市北碚区北温泉街道将军路816号7、8号门面,,31415,北碚区家康药房,北碚区,,药店
北温泉街道冯时行路800号19幢1-商业1-9.1-14,,31416,明星大药房北碚区安心药店,北碚区,,药店
重庆市北碚区歇马镇东风街462号,,31418,北碚区益民堂大药房,北碚区,,药店
复兴镇河源家园三期C37-1号楼和源路42号,,31419,重庆两江新区红满康药房有限公司,北碚区,,药店
蔡家岗镇云屏路11号5号楼吊1-商铺7,,31421,修正堂大药房北碚一店,北碚区,,药店
复兴河源家园C35地块吉水街254、256、258、260、262,,31423,重庆御春阁瑞金药房,北碚区,,药店
蔡家岗镇长平路66号1/2幢裙楼吊2-商业21,,31424,北碚区蔡家岗镇铭仁堂药房,北碚区,,药店
重庆市北碚区澄江镇澄江路270-280号,,30255,北碚区同济药房澄江店,北碚区,,药店
重庆市渝北区回兴街道兴科三路海德山庄E4幢1-56,,31252,重庆三创医药有限公司回兴中心店,渝北区,,药店
重庆市渝北区空港新城仙桃街道桂馥东路5号附2号,,31258,重庆市渝北区余福堂康强药房,渝北区,,药店
重庆市渝北区龙溪街道花卉园东路36-12号,,31263,麦克红康药房渝北区泰昌药店,渝北区,,药店
渝北区双龙湖街道翠湖路134号1幢1-4,,31265,桐君阁大药房渝北区洪飞药店,渝北区,,药店
重庆市渝北区龙溪街道新南路213号北辰花园2幢1-5,,30277,重庆鑫斛药房连锁有限公司鑫斛药庄龙湖西苑店,渝北区,,药店
重庆市渝北区龙溪街道武陵路店156号2幢1层库房,,30275,重庆市怀德仁药房连锁有限公司渝北区武陵路店,渝北区,,药店
渝北区双龙湖街道滕芳大道189号附16号华港翡翠城三期,,31472,重庆市渝北区麦克红康翡翠药房,渝北区,,药店
渝北区龙塔街道渝鲁大道747号鲁能星城四街区12幢1-6,,31484,重庆市李世家大药房有限公司,渝北区,,药店
渝北区双龙湖街道春华大道96号附20号,,31474,桐君阁大药房渝北区诚康药店,渝北区,,药店
渝北区回兴街道兴科大道422号附2号,,26870,重庆万鑫药房连锁有限公司渝北区正欣药店,渝北区,,药店
重庆市渝北区龙溪街道红锦大道500号旭日凤凰城18幢1-3,,31468,桐君阁大药房渝北区旭日药店,渝北区,,药店
渝北区双龙湖街道兰馨大道12号盛景天下30幢1-商业门面,,31473,重庆市渝北区麦克红康华辰药房,渝北区,,药店
渝北区双龙湖街道滕芳大道2号汇祥.好莱坞8、9号楼,,31477,重庆同美大药房连锁有限公司西区二店,渝北区,,药店
重庆市经开区南城大道227号1幢第一层3.4号门面,,20620,南岸区天伦之乐大药房,南岸区,,药店
南坪西路66号”金阳阿凯德.重庆印象”A区一层A115a号,,31070,重庆万鑫药房连锁有限公司南岸区南坪西路一店,南岸区,,药店
重庆市南岸区南滨6号附17号,,31088,重庆玉宏堂大药房南滨西路店,南岸区,,药店
南岸区长生桥镇河街49号附4号,,31091,重庆鑫斛药房连锁有限公司鑫斛药庄长生桥店,南岸区,,药店
重庆市南岸区南城大道204号,,31092,重庆市南岸区人人泰斛堂大药房,南岸区,,药店
重庆市南岸区光电路26号1层附14号、26号附15号,,31427,桐君阁大药房南岸区奥园药店,南岸区,,药店
重庆市南岸区天文大道129号2-1-47号,,31428,南岸区鑫康药房,南岸区,,药店
重庆市南岸区长生桥镇河街17号,,31430,经济技术开发区毛广中药房,南岸区,,药店
重庆市南岸区南城大道230号1层5号,,31434,重庆万鑫药房连锁有限公司南岸区南城大道药店,南岸区,,药店
重庆市南岸区藤黄路30号14栋附26号,,30137,重庆鑫斛药房连锁有限公司鑫斛药庄盘龙花园店,南岸区,,药店
重庆市南岸区四公里回龙湾望源居A-1-10号,,30138,海通大药房南岸区仁祥药店,南岸区,,药店
重庆市南岸区通江大道95号1栋1层附26号,,30132,麦克红康药房经济技术开发区姚氏药店,南岸区,,药店
南岸区长生桥镇新建街38号,,30130,经济技术开发区广恩中药房,南岸区,,药店
南岸区大石路46号第一层,,30401,麦克红康药房南岸区全顺药店,南岸区,,药店
南岸区涂山镇藤黄路30号14栋附27-2、28-2号商铺,,30404,真善美大药房南岸区腾飞药店,南岸区,,药店
九龙坡区渝洲路街道六店小区13幢附5号,,20552,重庆唐氏大药房连锁有限公司六店子分店,九龙坡区,68488503,药店
九龙坡区石桥铺兰花六小区4号附2号,,30716,修正堂药房高新技术产业开发区恒祥药店,九龙坡区,,药店
九龙坡区杨家坪西郊支路17号第一层,,30724,重庆和平药房连锁有限责任公司联发嘉园连锁店,九龙坡区,68065376,药店
重庆市九龙坡区谢家湾正街11栋1层8号,,24785,重庆唐氏大药房连锁有限公司袁家岗店,九龙坡区,63931017,药店
重庆市九龙坡区黄桷坪滩子口71号,,30112,重庆鑫斛药房连锁有限公司鑫斛药庄滩子口店,九龙坡区,62603455,药店
九龙坡区渝州路59号石桥广场LG-25号,,30108,高新技术产业开发区媛兮培欣药店,九龙坡区,,药店
重庆市九龙坡区龙泉村31栋140号,,30115,重庆唐氏大药房连锁有限公司马王乡店,九龙坡区,63931017,药店
九龙坡区华玉路444号4栋附5号,,30119,万鑫药房九龙坡区中梁山峰瑞药店,九龙坡区,,药店
重庆市九龙坡区西彭镇铝城南路11号附39号,,30124,万鑫药房九龙坡区博信药店,九龙坡区,65816318,药店
重庆市九龙坡区谢家湾正街98号1幢负2层商场15号,,30126,桐君阁大药房九龙坡区谢家湾乔燕药店,九龙坡区,,药店
九龙坡区谢家湾正街55号7幢附12号,,31360,桐君阁大药房九龙坡区谢家湾麒川药店,九龙坡区,,药店
九龙坡区白市驿镇白欣路21号E栋附71、72号,,31364,九龙坡区桐昌阁大药房,九龙坡区,,药店
九龙坡区华龙大道北段319号4幢附6号、7号门面,,31366,桐君阁大药房重庆市九龙坡区才龙七十三店,九龙坡区,,药店
巴南区木洞大桥一路97号,,31232,巴南区修正堂大药房木洞店,巴南区,,药店
巴南区一品街道一品正街56号附1号,,30503,巴南区冯光田药房,巴南区,,药店
巴南区李家沱组团Q分区Q05-1万达店外租区001,,30522,巴南区益源堂药房,巴南区,,药店
重庆市北碚区歇马镇歇马路23号,,30257,重庆鑫斛药房连锁有限公司鑫斛药庄歇马店,北碚区,,药店
重庆市北碚区歇马镇小湾村小湾车站,,31417,重庆国泰生化药品有限责任公司国泰北碚区楠茜药店,北碚区,,药店
渝北区双凤桥街道凌空大道243号海德.双凤康桥2幢1-17,,31478,重庆鑫斛药房连锁有限公司鑫斛药庄桃源路店,渝北区,,药店
重庆市渝北区龙塔街道尚品路777号附14号,,31481,重庆市渝北区渝真堂药房,渝北区,,药店
重庆市沙坪坝区大学城南路22号附1号,,30066,麦克红康药房沙坪坝区益康药店,沙坪坝区,,药店
重庆市沙坪坝区西永镇中柱村16社双巷子38号,,30082,沙坪坝区江岸大药房李阳药店,沙坪坝区,,药店
沙坪坝区歌乐山镇山洞村山洞组141号,,30083,麦克红康药房沙坪坝区元铭药店,沙坪坝区,,药店
沙坪坝区西永组团U7标准分区9号地块19幢1-6、1-7,,30088,沙坪坝区金梦谷大药房启航店,沙坪坝区,,药店
沙坪坝区凤凰镇石翁开发区凤回路10号附2、3号,,30094,桐君阁大药房重庆市沙坪坝区凤凰镇四十七店,沙坪坝区,,药店
沙坪坝区大学城四川美术学院南校门东侧B007商铺,,20619,重庆和平药房连锁有限责任公司虎溪大学城连锁店,沙坪坝区,63842997,药店
重庆市沙坪坝区井口镇美丽阳光家园17号楼井源路64号,,31040,桐君阁大药房沙坪坝区易黎明药店,沙坪坝区,,药店
沙坪坝区半边街108号附48号,,20392,重庆唐氏大药房连锁有限公司沙坪坝区井口分店,沙坪坝区,,药店
重庆市沙坪坝区大学城南二路166号C2栋1商业9,,30065,麦克红康药房沙坪坝区顾敬平店,沙坪坝区,,药店
重庆市沙坪坝区学智路717号6幢1-10号,,30073,桐君阁大药房沙坪坝宝嘉花与山店,沙坪坝区,,药店
沙坪坝区覃家岗镇新桥村金竹沟组,,30085,森烨医药沙坪坝区为民药店,沙坪坝区,,药店
沙坪坝区曾家镇安置区春阳路44、46号,,30087,金梦谷大药房沙坪坝区鹏飞药房,沙坪坝区,,药店
沙坪坝区思贤路17号附42号,,30091,沙坪坝区金梦谷大药房秋实店,沙坪坝区,,药店
沙坪坝区沙杨路67号附21号,,25773,重庆鸿翔一心堂药业有限公司沙杨路店,沙坪坝区,,药店
江北区建北二支路19号飞扬世纪第一层商业4号,,31246,鑫海源大药房江北区十八药店,江北区,,药店
江北区五江路13号1单元1-5号,,24641,明星大药房重庆市江北区孔伸药店,江北区,,药店
江北区大石坝组团K分区K03-2\02号24栋吊5-商业2,,30877,重庆麦克红康药房连锁有限公司江北二店,江北区,,药店
重庆市两江新区复盛临复龙路6号附7、8号门市,,31251,重庆勇沁药房有限公司,江北区,,药店
江北区盘溪四支路24号,,31238,公信网大药房江北区泽济堂药店,江北区,,药店
江北区锦绣嘉陵宁祥路8号附2号至附4号,,31247,江北区全家康药店,江北区,,药店
江北区鱼嘴镇和锦家园6-1-10号,,30881,重庆麦克红康福锦药店,江北区,,药店
江北区复盛祥韵家园A区2-8附1号2号,,29965,海通大药房两江新区海顺药店,江北区,,药店
江北区港城工业园区港城印象2号楼负一楼3号,,29966,桐君阁大药房江北区五里坪敏敏药店,江北区,,药店
江北区新华村96号光华观府3栋一层10号,,29970,昌野药房江北区福寿药店,江北区,,药店
江北区红原路86号附7号,,30388,海通大药房江北区张友寿药店,江北区,,药店
江北区金色年华福佑路40号附3号,,30870,江北区人人乐大药房,江北区,,药店
江北区金色年华C区福来路13号附3、附4号,,30882,重庆市鑫彦大药房江北区八店,江北区,,药店
江北区嘉陵一村41号附7号,,30867,重庆柒玖壹大药房连锁有限公司八号店,江北区,,药店
江北区金果园1号附103、105号,,30873,重庆鸿翔一心堂药业有限公司金果园店,江北区,63011303,药店
内江市中区壕子口路668-672号,,25370,内江市老好人医药经开区益仁堂连锁店,成铁重庆社保部,,药店
四川省达州市通川区西外镇金山南路482号,,29253,四川东升大药房连锁有限责任公司西客站连锁店,成铁重庆社保部,,药店
汇东新区丹桂大街312号(自贡监狱职工住宅2栋1层4号),,29255,自贡梓橦宫大药房连锁有限公司四连锁店,成铁重庆社保部,,药店
四川省达州市通川区红旗路2号底楼1-3号,,29254,四川东升大药房连锁有限责任公司东升平价大药房红旗路连锁店,成铁重庆社保部,,药店
成都市金牛区人民北路二段13号,,27816,四川省喜悦健康药房连锁有限责任公司金牛区人民北路药店,成铁重庆社保部,028-81132698,药店
成都市金牛区交桂路89号附7.8.9号,,27770,金牛区乐源堂大药房连锁有限公司金牛区交桂路药店,成铁重庆社保部,,药店
达州市通川区西外西河路罗浮道城41-45号,,27769,四川一心堂医药连锁有限公司达州西河路分店,成铁重庆社保部,,药店
内江市中区铁站街109-111号,,27814,四川齐力堂医药连锁有限公司二十五分店,成铁重庆社保部,,药店
通川区通川北路114号、116号,,27815,四川省万盛药业连锁有限公司万盛医药连锁总店,成铁重庆社保部,,药店
营业门店地址：四川内江隆昌县新华街557号,,25367,四川齐力堂医药连锁隆昌新华路店,成铁重庆社保部,,药店
宜宾县柏溪镇振兴街15-17号,,25371,宜宾同心堂药房零售连锁有限责任公司阳光花园连锁店,成铁重庆社保部,0831-6889368,药店
通川区火车站铁北巷5幢2号,,25363,达州市永安康大药房,成铁重庆社保部,,药店
广安区前锋镇滨河东路4号,,25366,广安康贝大药房第九百一十一连锁店,成铁重庆社保部,,药店
九龙坡区石坪桥正街116号9幢1-7号,,31367,棠仁阁医药九龙坡区石坪桥益友药店,九龙坡区,,药店
重庆市九龙坡区中梁山玉清寺和谐居1栋23、24号,,30711,九龙坡区中梁山益和堂大药房,九龙坡区,,药店
沙坪坝区天陈路56号第一层,,25377,重庆市万和药房连锁有限公司沙坪坝区沙坪公园店,沙坪坝区,,药店
自贡市汇兴路中段新美国际商城2号楼一层28.29.33.38号,,25373,自贡太极大药房连锁有限公司新美商城店,成铁重庆社保部,0813-5519158,药店
